Source,Target,weight,prediction
cedra,garin-(orphan),5.0,0
eddard-stark,edmure-tully,3.0,0
eddard-stark,galbart-glover,4.0,0
eddard-stark,gendry,3.0,0
eddard-stark,gerold-hightower,3.0,0
eddard-stark,gregor-clegane,10.0,0
eddard-stark,gregor-clegane,3.0,0
eddard-stark,harwin,5.0,0
eddard-stark,high-septon-(fat_one),4.0,0
eddard-stark,howland-reed,3.0,0
eddard-stark,ilyn-payne,6.0,0
eddard-stark,ilyn-payne,5.0,0
eddard-stark,jacks,4.0,0
eddard-stark,jaime-lannister,27.0,2
eddard-stark,jaime-lannister,6.0,0
eddard-stark,janos-slynt,4.0,0
eddard-stark,janos-slynt,7.0,0
eddard-stark,joffrey-baratheon,26.0,2
eddard-stark,joffrey-baratheon,9.0,0
eddard-stark,joffrey-baratheon,3.0,0
eddard-stark,joffrey-baratheon,3.0,0
eddard-stark,jon-arryn,47.0,2
eddard-stark,jon-arryn,4.0,0
eddard-stark,jon-snow,38.0,2
eddard-stark,jon-snow,9.0,0
eddard-stark,jon-snow,4.0,0
eddard-stark,jon-snow,4.0,0
eddard-stark,jon-snow,10.0,0
eddard-stark,jory-cassel,32.0,2
eddard-stark,joss,5.0,0
eddard-stark,loras-tyrell,12.0,0
eddard-stark,luwin,16.0,0
eddard-stark,luwin,3.0,0
eddard-stark,lyanna-stark,19.0,2
eddard-stark,lysa-arryn,12.0,0
eddard-stark,maron-greyjoy,3.0,0
eddard-stark,marq-piper,3.0,0
eddard-stark,mordane,11.0,0
eddard-stark,mycah,3.0,0
eddard-stark,petyr-baelish,81.0,1
eddard-stark,petyr-baelish,4.0,0
eddard-stark,porther,4.0,0
eddard-stark,pycelle,33.0,2
eddard-stark,pycelle,3.0,0
eddard-stark,ramsay-snow,4.0,0
eddard-stark,raymun-darry,4.0,0
eddard-stark,renly-baratheon,33.0,2
eddard-stark,renly-baratheon,5.0,0
eddard-stark,rhaegar-targaryen,10.0,0
eddard-stark,rickard-karstark,4.0,0
eddard-stark,rickon-stark,4.0,0
eddard-stark,rickon-stark,3.0,0
eddard-stark,rickon-stark,8.0,0
eddard-stark,robb-stark,16.0,0
eddard-stark,robb-stark,11.0,0
eddard-stark,robb-stark,13.0,0
eddard-stark,robb-stark,6.0,0
eddard-stark,robert-baratheon,291.0,1
eddard-stark,robert-baratheon,26.0,2
eddard-stark,robert-baratheon,7.0,0
eddard-stark,robert-baratheon,3.0,0
eddard-stark,robert-baratheon,7.0,0
eddard-stark,rodrik-cassel,7.0,0
eddard-stark,roose-bolton,5.0,0
eddard-stark,sandor-clegane,10.0,0
eddard-stark,sandor-clegane,4.0,0
eddard-stark,sansa-stark,34.0,2
eddard-stark,sansa-stark,6.0,0
eddard-stark,sansa-stark,3.0,0
eddard-stark,stannis-baratheon,18.0,0
eddard-stark,stannis-baratheon,5.0,0
eddard-stark,stannis-baratheon,3.0,0
eddard-stark,stannis-baratheon,6.0,0
eddard-stark,syrio-forel,6.0,0
eddard-stark,theon-greyjoy,5.0,0
eddard-stark,theon-greyjoy,17.0,0
eddard-stark,theon-greyjoy,9.0,0
eddard-stark,tobho-mott,7.0,0
eddard-stark,tomard,15.0,0
eddard-stark,torrhen-karstark,5.0,0
eddard-stark,torrhen-stark,3.0,0
eddard-stark,tregar,4.0,0
eddard-stark,tyrion-lannister,21.0,2
eddard-stark,tyrion-lannister,12.0,0
eddard-stark,tyrion-lannister,3.0,0
eddard-stark,tyrion-lannister,4.0,0
eddard-stark,tywin-lannister,18.0,0
eddard-stark,varly,4.0,0
eddard-stark,varys,61.0,1
eddard-stark,varys,3.0,0
eddard-stark,vayon-poole,12.0,0
eddard-stark,willam-dustin,4.0,0
eddard-stark,wyl-(guard),3.0,0
eddard-stark,wylla,3.0,0
eddard-stark,wyman-manderly,4.0,0
haggo,mirri-maz-duur,3.0,0
haggo,qotho,11.0,0
haggo,rakharo,3.0,0
lysa-arryn,marillion,10.0,0
lysa-arryn,marillion,5.0,0
lysa-arryn,mathis-rowan,3.0,0
lysa-arryn,nestor-royce,12.0,0
lysa-arryn,petyr-baelish,4.0,0
lysa-arryn,petyr-baelish,29.0,2
lysa-arryn,petyr-baelish,14.0,0
lysa-arryn,robert-arryn,8.0,0
lysa-arryn,robert-arryn,7.0,0
lysa-arryn,robert-arryn,8.0,0
lysa-arryn,robert-baratheon,5.0,0
lysa-arryn,robert-baratheon,3.0,0
lysa-arryn,sansa-stark,35.0,2
lysa-arryn,sansa-stark,6.0,0
lysa-arryn,stannis-baratheon,4.0,0
lysa-arryn,tansy,3.0,0
lysa-arryn,tyrion-lannister,25.0,2
lysa-arryn,tyrion-lannister,5.0,0
lysa-arryn,tyrion-lannister,6.0,0
lysa-arryn,tywin-lannister,4.0,0
lysa-arryn,vardis-egen,5.0,0
nymeria-sand,obara-sand,9.0,0
nymeria-sand,obara-sand,8.0,0
nymeria-sand,tyene-sand,6.0,0
nymeria-sand,tyene-sand,7.0,0
robb-stark,robert-baratheon,6.0,0
robb-stark,robert-baratheon,3.0,0
robb-stark,robin-flint,3.0,0
robb-stark,rodrik-cassel,15.0,0
robb-stark,rodrik-cassel,9.0,0
robb-stark,rodrik-cassel,3.0,0
robb-stark,rollam-westerling,4.0,0
robb-stark,rolph-spicer,5.0,0
robb-stark,roose-bolton,6.0,0
robb-stark,roose-bolton,7.0,0
robb-stark,roose-bolton,11.0,0
robb-stark,roslin-frey,4.0,0
robb-stark,ryman-frey,8.0,0
robb-stark,samwell-tarly,4.0,0
robb-stark,sansa-stark,13.0,0
robb-stark,sansa-stark,11.0,0
robb-stark,sansa-stark,17.0,0
robb-stark,sansa-stark,3.0,0
robb-stark,stafford-lannister,5.0,0
robb-stark,stannis-baratheon,12.0,0
robb-stark,stannis-baratheon,4.0,0
robb-stark,stannis-baratheon,6.0,0
robb-stark,stevron-frey,4.0,0
robb-stark,stiv,3.0,0
robb-stark,sybell-spicer,3.0,0
robb-stark,theon-greyjoy,37.0,2
robb-stark,theon-greyjoy,21.0,2
robb-stark,theon-greyjoy,11.0,0
robb-stark,theon-greyjoy,7.0,0
robb-stark,torrhen-karstark,3.0,0
robb-stark,tristifer-iv-mudd,3.0,0
robb-stark,tyrion-lannister,11.0,0
robb-stark,tyrion-lannister,18.0,0
robb-stark,tyrion-lannister,15.0,0
robb-stark,tywin-lannister,9.0,0
robb-stark,tywin-lannister,6.0,0
robb-stark,tywin-lannister,15.0,0
robb-stark,utherydes-wayn,3.0,0
robb-stark,varys,3.0,0
robb-stark,walder-frey,7.0,0
robb-stark,walder-frey,6.0,0
robb-stark,walder-frey,27.0,2
robb-stark,walder-rivers,4.0,0
robb-stark,wendel-manderly,3.0,0
robb-stark,willem-lannister,3.0,0
robb-stark,wyman-manderly,3.0,0
robb-stark,wyman-manderly,3.0,0
robb-stark,yoren,3.0,0
scar,tyrion-lannister,8.0,0
scar,yezzan-zo-qaggaz,4.0,0
