Source,Target,weight,prediction
aeron-greyjoy,asha-greyjoy,7.0,0
aeron-greyjoy,baelor-blacktyde,4.0,0
aeron-greyjoy,balon-greyjoy,17.0,0
aeron-greyjoy,dagmer,5.0,0
aeron-greyjoy,dunstan-drumm,4.0,0
aeron-greyjoy,emmond,4.0,0
aeron-greyjoy,euron-greyjoy,23.0,2
aeron-greyjoy,euron-greyjoy,4.0,0
aeron-greyjoy,gormond-goodbrother,6.0,0
aeron-greyjoy,gorold-goodbrother,10.0,0
aeron-greyjoy,greydon-goodbrother,4.0,0
aeron-greyjoy,meldred-merlyn,7.0,0
aeron-greyjoy,murenmure,11.0,0
aeron-greyjoy,rus,5.0,0
aeron-greyjoy,theon-greyjoy,17.0,0
aeron-greyjoy,theon-greyjoy,3.0,0
aeron-greyjoy,victarion-greyjoy,17.0,0
aeron-greyjoy,victarion-greyjoy,3.0,0
irri,jhiqui,14.0,0
irri,jhiqui,3.0,0
irri,jhiqui,15.0,0
irri,jhiqui,24.0,2
irri,jhogo,7.0,0
irri,jorah-mormont,4.0,0
irri,jorah-mormont,3.0,0
irri,missandei,4.0,0
irri,missandei,9.0,0
irri,rakharo,5.0,0
irri,skahaz-mo-kandaq,5.0,0
irri,viserys-targaryen,5.0,0
merrett-frey,petyr-baelish,3.0,0
mors-umber,stannis-baratheon,7.0,0
