Source,Target,weight,prediction
arianne-martell,arys-oakheart,19.0,2
arianne-martell,balon-swann,5.0,0
arianne-martell,cedra,8.0,0
arianne-martell,doran-martell,15.0,0
arianne-martell,doran-martell,11.0,0
arianne-martell,ellaria-sand,3.0,0
arianne-martell,franklyn-fowler,3.0,0
arianne-martell,garin-(orphan),18.0,0
arianne-martell,gerold-dayne,11.0,0
arianne-martell,mellei,3.0,0
arianne-martell,morra,3.0,0
arianne-martell,myrcella-baratheon,12.0,0
arianne-martell,myrcella-baratheon,4.0,0
arianne-martell,obara-sand,5.0,0
arianne-martell,oberyn-martell,3.0,0
arianne-martell,quentyn-martell,8.0,0
arianne-martell,ricasso,3.0,0
arianne-martell,sylva-santagar,10.0,0
arianne-martell,timoth,3.0,0
arianne-martell,tyene-sand,4.0,0
benedar-belmore,gilwood-hunter,3.0,0
benedar-belmore,horton-redfort,5.0,0
benedar-belmore,petyr-baelish,5.0,0
benedar-belmore,symond-templeton,4.0,0
ellaria-sand,oberyn-martell,7.0,0
ellaria-sand,tyrion-lannister,4.0,0
olyvar-frey,robb-stark,4.0,0
olyvar-frey,robb-stark,8.0,0
olyvar-frey,ryman-frey,4.0,0
quentyn-martell,tattered-prince,14.0,0
quentyn-martell,trystane-martell,3.0,0
