Source,Target,weight,prediction
brandon-stark,eddard-stark,11.0,0
brandon-stark,eddard-stark,8.0,0
brandon-stark,lyanna-stark,4.0,0
brandon-stark,petyr-baelish,14.0,0
brandon-stark,rickard-stark,3.0,0
brandon-stark,rickon-stark,3.0,0
brandon-stark,robb-stark,3.0,0
brandon-stark,robert-baratheon,5.0,0
bronn,catelyn-stark,6.0,0
bronn,cersei-lannister,11.0,0
bronn,cersei-lannister,8.0,0
bronn,cersei-lannister,4.0,0
bronn,chiggen,8.0,0
bronn,falyse-stokeworth,3.0,0
bronn,gregor-clegane,4.0,0
bronn,jacelyn-bywater,7.0,0
bronn,joffrey-baratheon,9.0,0
bronn,joffrey-baratheon,3.0,0
bronn,lollys-stokeworth,3.0,0
bronn,lollys-stokeworth,4.0,0
bronn,mandon-moore,5.0,0
bronn,mandon-moore,3.0,0
bronn,marillion,4.0,0
bronn,oberyn-martell,4.0,0
bronn,podrick-payne,3.0,0
bronn,podrick-payne,17.0,0
bronn,rodrik-cassel,4.0,0
bronn,shae,3.0,0
bronn,shagga,3.0,0
bronn,stannis-baratheon,3.0,0
bronn,timett,5.0,0
bronn,tommen-baratheon,3.0,0
bronn,tommen-baratheon,4.0,0
bronn,tyrion-lannister,61.0,1
bronn,tyrion-lannister,40.0,2
bronn,tyrion-lannister,32.0,2
bronn,tyrion-lannister,4.0,0
bronn,tywin-lannister,4.0,0
bronn,tywin-lannister,3.0,0
bronn,vardis-egen,11.0,0
bronn,varys,8.0,0
bronn,varys,4.0,0
bronn,willis-wode,5.0,0
jon-connington,lemore,11.0,0
jon-connington,myles-toyne,9.0,0
jon-connington,nyessos-vhassar,3.0,0
jon-connington,rhaegar-targaryen,7.0,0
jon-connington,robert-baratheon,8.0,0
jon-connington,rolly-duckfield,12.0,0
jon-connington,tyrion-lannister,37.0,2
jon-connington,tywin-lannister,4.0,0
jon-connington,varys,6.0,0
jon-connington,yandry,9.0,0
richard-horpe,stannis-baratheon,3.0,0
