Source,Target,weight,prediction
catelyn-stark,cersei-lannister,12.0,0
catelyn-stark,cersei-lannister,14.0,0
catelyn-stark,cersei-lannister,4.0,0
catelyn-stark,cleos-frey,5.0,0
catelyn-stark,cleos-frey,4.0,0
catelyn-stark,colemon,3.0,0
catelyn-stark,colen-of-greenpools,6.0,0
catelyn-stark,dacey-mormont,5.0,0
catelyn-stark,desmond-grell,3.0,0
catelyn-stark,desmond-grell,6.0,0
catelyn-stark,donnel-waynwood,3.0,0
catelyn-stark,eddard-stark,64.0,1
catelyn-stark,eddard-stark,12.0,0
catelyn-stark,eddard-stark,7.0,0
catelyn-stark,eddard-stark,5.0,0
catelyn-stark,edmure-tully,7.0,0
catelyn-stark,edmure-tully,17.0,0
catelyn-stark,edmure-tully,18.0,0
catelyn-stark,elmar-frey,5.0,0
catelyn-stark,eon-hunter,3.0,0
catelyn-stark,hallis-mollen,10.0,0
catelyn-stark,hallis-mollen,6.0,0
catelyn-stark,hoster-tully,6.0,0
catelyn-stark,hoster-tully,5.0,0
catelyn-stark,hoster-tully,16.0,0
catelyn-stark,hyle-hunt,3.0,0
catelyn-stark,jaime-lannister,9.0,0
catelyn-stark,jaime-lannister,16.0,0
catelyn-stark,jaime-lannister,19.0,2
catelyn-stark,jaime-lannister,15.0,0
catelyn-stark,jason-mallister,5.0,0
catelyn-stark,jeyne-westerling,13.0,0
catelyn-stark,joffrey-baratheon,4.0,0
catelyn-stark,joffrey-baratheon,4.0,0
catelyn-stark,joffrey-baratheon,3.0,0
catelyn-stark,jon-arryn,11.0,0
catelyn-stark,jon-snow,14.0,0
catelyn-stark,jon-umber-(greatjon),4.0,0
catelyn-stark,jon-umber-(greatjon),10.0,0
catelyn-stark,loras-tyrell,6.0,0
catelyn-stark,lothar-frey,3.0,0
catelyn-stark,luwin,14.0,0
catelyn-stark,lysa-arryn,33.0,2
catelyn-stark,lysa-arryn,7.0,0
catelyn-stark,lysa-arryn,15.0,0
catelyn-stark,maege-mormont,6.0,0
catelyn-stark,margaery-tyrell,4.0,0
catelyn-stark,marillion,6.0,0
catelyn-stark,marq-piper,3.0,0
catelyn-stark,masha-heddle,5.0,0
catelyn-stark,mathis-rowan,3.0,0
catelyn-stark,moreo-tumitis,3.0,0
catelyn-stark,mya-stone,9.0,0
catelyn-stark,mychel-redfort,3.0,0
catelyn-stark,nestor-royce,3.0,0
catelyn-stark,petyr-baelish,22.0,2
catelyn-stark,petyr-baelish,6.0,0
catelyn-stark,petyr-baelish,3.0,0
catelyn-stark,randyll-tarly,3.0,0
catelyn-stark,randyll-tarly,3.0,0
catelyn-stark,raynald-westerling,5.0,0
catelyn-stark,renly-baratheon,51.0,2
catelyn-stark,renly-baratheon,4.0,0
catelyn-stark,rickard-karstark,6.0,0
catelyn-stark,rickard-karstark,6.0,0
catelyn-stark,rickon-stark,3.0,0
catelyn-stark,rickon-stark,3.0,0
catelyn-stark,robar-royce,7.0,0
catelyn-stark,robb-stark,49.0,2
catelyn-stark,robb-stark,27.0,2
catelyn-stark,robb-stark,48.0,2
catelyn-stark,robb-stark,4.0,0
catelyn-stark,robert-arryn,3.0,0
catelyn-stark,robert-baratheon,22.0,2
catelyn-stark,robert-baratheon,5.0,0
catelyn-stark,robin-ryger,3.0,0
catelyn-stark,rodrik-cassel,25.0,2
catelyn-stark,rodrik-cassel,3.0,0
catelyn-stark,roose-bolton,10.0,0
catelyn-stark,roslin-frey,7.0,0
catelyn-stark,ryman-frey,6.0,0
catelyn-stark,sansa-stark,9.0,0
catelyn-stark,sansa-stark,3.0,0
catelyn-stark,sansa-stark,11.0,0
catelyn-stark,sansa-stark,9.0,0
catelyn-stark,stafford-lannister,3.0,0
catelyn-stark,stannis-baratheon,20.0,2
catelyn-stark,stannis-baratheon,4.0,0
catelyn-stark,stevron-frey,5.0,0
catelyn-stark,tansy,8.0,0
catelyn-stark,theon-greyjoy,9.0,0
catelyn-stark,theon-greyjoy,5.0,0
catelyn-stark,tyrion-lannister,49.0,2
catelyn-stark,tyrion-lannister,10.0,0
catelyn-stark,tyrion-lannister,7.0,0
catelyn-stark,tyrion-lannister,3.0,0
catelyn-stark,tytos-blackwood,4.0,0
catelyn-stark,tywin-lannister,7.0,0
catelyn-stark,tywin-lannister,14.0,0
catelyn-stark,utherydes-wayn,3.0,0
catelyn-stark,vardis-egen,5.0,0
catelyn-stark,varys,10.0,0
catelyn-stark,vyman,4.0,0
catelyn-stark,vyman,9.0,0
catelyn-stark,walder-frey,13.0,0
catelyn-stark,walder-frey,25.0,2
catelyn-stark,wendel-manderly,3.0,0
catelyn-stark,wendel-manderly,7.0,0
catelyn-stark,willis-wode,5.0,0
cayn,eddard-stark,7.0,0
cayn,renly-baratheon,3.0,0
cayn,tomard,6.0,0
ralf-(limper),victarion-greyjoy,4.0,0
ralf-(limper),victarion-greyjoy,3.0,0
