Source,Target,weight,prediction
asha-greyjoy,balon-greyjoy,3.0,0
asha-greyjoy,balon-greyjoy,12.0,0
asha-greyjoy,clayton-suggs,4.0,0
asha-greyjoy,dagmer,5.0,0
asha-greyjoy,euron-greyjoy,19.0,2
asha-greyjoy,euron-greyjoy,4.0,0
asha-greyjoy,galbart-glover,8.0,0
asha-greyjoy,godry-farring,3.0,0
asha-greyjoy,grimtongue,3.0,0
asha-greyjoy,hagen,3.0,0
asha-greyjoy,justin-massey,15.0,0
asha-greyjoy,qarl-the-maid,8.0,0
asha-greyjoy,red-oarsman,3.0,0
asha-greyjoy,robert-baratheon,4.0,0
asha-greyjoy,rodrik-harlaw,7.0,0
asha-greyjoy,rolfe-the-dwarf,3.0,0
asha-greyjoy,stannis-baratheon,16.0,0
asha-greyjoy,sybelle-glover,3.0,0
asha-greyjoy,theon-greyjoy,35.0,2
asha-greyjoy,theon-greyjoy,6.0,0
asha-greyjoy,theon-greyjoy,7.0,0
asha-greyjoy,torgon-greyiron,3.0,0
asha-greyjoy,tristifer-botley,4.0,0
asha-greyjoy,tristifer-botley,12.0,0
asha-greyjoy,tycho-nestoris,3.0,0
asha-greyjoy,victarion-greyjoy,10.0,0
asha-greyjoy,wex-pyke,3.0,0
