Source,Target,weight,prediction
bran-stark,brynden-rivers,14.0,0
bran-stark,catelyn-stark,18.0,0
bran-stark,catelyn-stark,3.0,0
bran-stark,catelyn-stark,3.0,0
bran-stark,cersei-lannister,6.0,0
bran-stark,chayle,3.0,0
bran-stark,cley-cerwyn,5.0,0
bran-stark,coldhands,4.0,0
bran-stark,coldhands,6.0,0
bran-stark,donella-hornwood,5.0,0
bran-stark,eddard-stark,19.0,2
bran-stark,eddard-stark,4.0,0
bran-stark,eddard-stark,7.0,0
bran-stark,eddard-stark,4.0,0
bran-stark,hali,3.0,0
bran-stark,hallis-mollen,3.0,0
bran-stark,hayhead,6.0,0
bran-stark,hodor,29.0,2
bran-stark,hodor,59.0,1
bran-stark,hodor,71.0,1
bran-stark,hodor,50.0,2
bran-stark,howland-reed,3.0,0
bran-stark,hullen,3.0,0
bran-stark,jeor-mormont,4.0,0
bran-stark,joffrey-baratheon,3.0,0
bran-stark,joffrey-baratheon,3.0,0
bran-stark,jojen-reed,47.0,2
bran-stark,jojen-reed,48.0,2
bran-stark,jojen-reed,17.0,0
bran-stark,jon-arryn,7.0,0
bran-stark,jon-snow,56.0,2
bran-stark,jon-snow,11.0,0
bran-stark,jon-snow,13.0,0
bran-stark,jon-snow,6.0,0
bran-stark,jon-snow,4.0,0
bran-stark,jon-umber-(greatjon),3.0,0
bran-stark,jory-cassel,11.0,0
bran-stark,joseth,4.0,0
bran-stark,leaf,5.0,0
bran-stark,luwin,65.0,1
bran-stark,luwin,51.0,2
bran-stark,meera-reed,36.0,2
bran-stark,meera-reed,54.0,2
bran-stark,meera-reed,33.0,2
bran-stark,mikken,11.0,0
bran-stark,nan,17.0,0
bran-stark,nan,7.0,0
bran-stark,nan,14.0,0
bran-stark,osha,12.0,0
bran-stark,osha,30.0,2
bran-stark,petyr-baelish,3.0,0
bran-stark,poxy-tym,3.0,0
bran-stark,ramsay-snow,7.0,0
bran-stark,reek,3.0,0
bran-stark,renly-baratheon,3.0,0
bran-stark,rickard-karstark,4.0,0
bran-stark,rickard-stark,4.0,0
bran-stark,rickon-stark,32.0,2
bran-stark,rickon-stark,54.0,2
bran-stark,rickon-stark,31.0,2
bran-stark,rickon-stark,5.0,0
bran-stark,rickon-stark,7.0,0
bran-stark,robb-stark,112.0,1
bran-stark,robb-stark,28.0,2
bran-stark,robb-stark,18.0,0
bran-stark,robb-stark,5.0,0
bran-stark,robb-stark,6.0,0
bran-stark,robert-baratheon,11.0,0
bran-stark,rodrik-cassel,6.0,0
bran-stark,rodrik-cassel,34.0,2
bran-stark,samwell-tarly,11.0,0
bran-stark,sansa-stark,10.0,0
bran-stark,sansa-stark,5.0,0
bran-stark,sansa-stark,10.0,0
bran-stark,stafford-lannister,3.0,0
bran-stark,stiv,4.0,0
bran-stark,theon-greyjoy,23.0,2
bran-stark,theon-greyjoy,24.0,2
bran-stark,theon-greyjoy,9.0,0
bran-stark,theon-greyjoy,8.0,0
bran-stark,tommen-baratheon,5.0,0
bran-stark,tommen-baratheon,3.0,0
bran-stark,tyrion-lannister,31.0,2
bran-stark,walder-frey-(son-of-jammos),5.0,0
bran-stark,walder-frey-(son-of-merrett),12.0,0
bran-stark,wyman-manderly,6.0,0
bran-stark,yoren,3.0,0
myranda-royce,robert-arryn,4.0,0
myranda-royce,sansa-stark,3.0,0
