Source,Target,weight,prediction
caggo,gerris-drinkwater,3.0,0
caggo,lucifer-long,3.0,0
caggo,meris,7.0,0
caggo,quentyn-martell,7.0,0
caggo,tattered-prince,4.0,0
danwell-frey,hosteen-frey,3.0,0
danwell-frey,jared-frey,3.0,0
danwell-frey,walder-frey,3.0,0
euron-greyjoy,hotho-harlaw,4.0,0
euron-greyjoy,humfrey-hewett,3.0,0
euron-greyjoy,nute,4.0,0
euron-greyjoy,quellon-greyjoy,3.0,0
euron-greyjoy,red-oarsman,6.0,0
euron-greyjoy,rodrik-harlaw,4.0,0
euron-greyjoy,sawane-botley,3.0,0
euron-greyjoy,theon-greyjoy,4.0,0
euron-greyjoy,victarion-greyjoy,43.0,2
euron-greyjoy,victarion-greyjoy,7.0,0
grazdan-mo-eraz,mero,3.0,0
greenbeard,harwin,4.0,0
greenbeard,lem,12.0,0
greenbeard,thoros-of-myr,3.0,0
greenbeard,tom-of-sevenstreams,4.0,0
sour-alyn,theon-greyjoy,8.0,0
sour-alyn,yellow-dick,3.0,0
