Source,Target,weight,prediction
alliser-thorne,bowen-marsh,3.0,0
alliser-thorne,grenn,3.0,0
alliser-thorne,halder,4.0,0
alliser-thorne,janos-slynt,13.0,0
alliser-thorne,jeor-mormont,10.0,0
alliser-thorne,jeor-mormont,3.0,0
alliser-thorne,joffrey-baratheon,4.0,0
alliser-thorne,jon-snow,32.0,2
alliser-thorne,jon-snow,3.0,0
alliser-thorne,jon-snow,22.0,2
alliser-thorne,jon-snow,6.0,0
alliser-thorne,mance-rayder,6.0,0
alliser-thorne,pypar,4.0,0
alliser-thorne,qhorin-halfhand,4.0,0
alliser-thorne,rast,5.0,0
alliser-thorne,samwell-tarly,8.0,0
alliser-thorne,samwell-tarly,4.0,0
alliser-thorne,stannis-baratheon,3.0,0
alliser-thorne,tyrion-lannister,7.0,0
alliser-thorne,tyrion-lannister,8.0,0
emrick,hareth-(moles-town),3.0,0
emrick,satin,3.0,0
jason-mallister,theon-greyjoy,4.0,0
jason-mallister,tytos-blackwood,3.0,0
