Source,Target,weight,prediction
dontos-hollard,joffrey-baratheon,8.0,0
dontos-hollard,joffrey-baratheon,10.0,0
dontos-hollard,joffrey-baratheon,4.0,0
dontos-hollard,lothor-brune,3.0,0
dontos-hollard,moon-boy,5.0,0
dontos-hollard,moon-boy,3.0,0
dontos-hollard,petyr-baelish,4.0,0
dontos-hollard,sansa-stark,17.0,0
dontos-hollard,sansa-stark,13.0,0
dontos-hollard,sansa-stark,9.0,0
dontos-hollard,stannis-baratheon,3.0,0
dontos-hollard,tyrion-lannister,4.0,0
dontos-hollard,tyrion-lannister,7.0,0
dontos-hollard,tyrion-lannister,3.0,0
dontos-hollard,willas-tyrell,3.0,0
penny,sweets,4.0,0
penny,tyrion-lannister,59.0,1
penny,yezzan-zo-qaggaz,9.0,0
