Source,Target,weight,prediction
cersei-lannister,chiswyck,3.0,0
cersei-lannister,cleos-frey,6.0,0
cersei-lannister,daenerys-targaryen,3.0,0
cersei-lannister,doran-martell,3.0,0
cersei-lannister,dorcas,18.0,0
cersei-lannister,dunsen,3.0,0
cersei-lannister,dunsen,6.0,0
cersei-lannister,dunsen,4.0,0
cersei-lannister,dunsen,3.0,0
cersei-lannister,eddard-stark,69.0,1
cersei-lannister,eddard-stark,13.0,0
cersei-lannister,eddard-stark,6.0,0
cersei-lannister,eddard-stark,3.0,0
cersei-lannister,elia-martell,4.0,0
cersei-lannister,ellaria-sand,4.0,0
cersei-lannister,falyse-stokeworth,14.0,0
cersei-lannister,garlan-tyrell,3.0,0
cersei-lannister,garth-tyrell,3.0,0
cersei-lannister,gregor-clegane,4.0,0
cersei-lannister,gregor-clegane,7.0,0
cersei-lannister,gregor-clegane,6.0,0
cersei-lannister,gregor-clegane,4.0,0
cersei-lannister,gyles-rosby,6.0,0
cersei-lannister,gyles-rosby,18.0,0
cersei-lannister,harys-swyft,4.0,0
cersei-lannister,high-septon-(tyrions),3.0,0
cersei-lannister,high-sparrow,24.0,2
cersei-lannister,high-sparrow,11.0,0
cersei-lannister,ilyn-payne,4.0,0
cersei-lannister,ilyn-payne,12.0,0
cersei-lannister,ilyn-payne,8.0,0
cersei-lannister,ilyn-payne,6.0,0
cersei-lannister,ilyn-payne,4.0,0
cersei-lannister,jacelyn-bywater,4.0,0
cersei-lannister,jaime-lannister,16.0,0
cersei-lannister,jaime-lannister,17.0,0
cersei-lannister,jaime-lannister,35.0,2
cersei-lannister,jaime-lannister,49.0,2
cersei-lannister,jaime-lannister,13.0,0
cersei-lannister,jalabhar-xho,3.0,0
cersei-lannister,janos-slynt,4.0,0
cersei-lannister,janos-slynt,9.0,0
cersei-lannister,jocelyn-swyft,13.0,0
cersei-lannister,joffrey-baratheon,42.0,2
cersei-lannister,joffrey-baratheon,63.0,1
cersei-lannister,joffrey-baratheon,44.0,2
cersei-lannister,joffrey-baratheon,21.0,2
cersei-lannister,joffrey-baratheon,3.0,0
cersei-lannister,jon-arryn,7.0,0
cersei-lannister,jon-snow,4.0,0
cersei-lannister,jon-snow,3.0,0
cersei-lannister,jory-cassel,5.0,0
cersei-lannister,kevan-lannister,5.0,0
cersei-lannister,kevan-lannister,9.0,0
cersei-lannister,kevan-lannister,10.0,0
cersei-lannister,lancel-lannister,20.0,2
cersei-lannister,lancel-lannister,3.0,0
cersei-lannister,lancel-lannister,9.0,0
cersei-lannister,lancel-lannister,6.0,0
cersei-lannister,loras-tyrell,24.0,2
cersei-lannister,lysa-arryn,5.0,0
cersei-lannister,lysa-arryn,4.0,0
cersei-lannister,mace-tyrell,6.0,0
cersei-lannister,mace-tyrell,17.0,0
cersei-lannister,mace-tyrell,3.0,0
cersei-lannister,maegor-i-targaryen,3.0,0
cersei-lannister,maggy,5.0,0
cersei-lannister,mandon-moore,4.0,0
cersei-lannister,margaery-tyrell,6.0,0
cersei-lannister,margaery-tyrell,67.0,1
cersei-lannister,margaery-tyrell,6.0,0
cersei-lannister,mark-mullendore,3.0,0
cersei-lannister,melara-hetherspoon,5.0,0
cersei-lannister,meryn-trant,4.0,0
cersei-lannister,meryn-trant,11.0,0
cersei-lannister,meryn-trant,13.0,0
cersei-lannister,meryn-trant,15.0,0
cersei-lannister,meryn-trant,3.0,0
cersei-lannister,moelle,4.0,0
cersei-lannister,moon-boy,5.0,0
cersei-lannister,mordane,3.0,0
cersei-lannister,myrcella-baratheon,7.0,0
cersei-lannister,myrcella-baratheon,4.0,0
cersei-lannister,myrcella-baratheon,4.0,0
cersei-lannister,myrcella-baratheon,4.0,0
cersei-lannister,oberyn-martell,9.0,0
cersei-lannister,olenna-redwyne,5.0,0
cersei-lannister,olenna-redwyne,6.0,0
cersei-lannister,orton-merryweather,9.0,0
cersei-lannister,osfryd-kettleblack,7.0,0
cersei-lannister,osfryd-kettleblack,8.0,0
cersei-lannister,osmund-kettleblack,4.0,0
cersei-lannister,osmund-kettleblack,8.0,0
cersei-lannister,osmund-kettleblack,25.0,2
cersei-lannister,osney-kettleblack,3.0,0
cersei-lannister,osney-kettleblack,24.0,2
cersei-lannister,osney-kettleblack,3.0,0
cersei-lannister,petyr-baelish,13.0,0
cersei-lannister,petyr-baelish,7.0,0
cersei-lannister,petyr-baelish,7.0,0
cersei-lannister,polliver,3.0,0
cersei-lannister,polliver,6.0,0
cersei-lannister,preston-greenfield,3.0,0
cersei-lannister,pycelle,9.0,0
cersei-lannister,pycelle,6.0,0
cersei-lannister,pycelle,4.0,0
cersei-lannister,pycelle,15.0,0
cersei-lannister,qyburn,27.0,2
cersei-lannister,qyburn,3.0,0
cersei-lannister,rafford,3.0,0
cersei-lannister,rafford,6.0,0
cersei-lannister,rafford,4.0,0
cersei-lannister,rafford,3.0,0
cersei-lannister,raynard,3.0,0
cersei-lannister,renly-baratheon,5.0,0
cersei-lannister,renly-baratheon,7.0,0
cersei-lannister,rhaegar-targaryen,5.0,0
cersei-lannister,rhaegar-targaryen,3.0,0
cersei-lannister,robb-stark,15.0,0
cersei-lannister,robert-baratheon,72.0,1
cersei-lannister,robert-baratheon,12.0,0
cersei-lannister,robert-baratheon,14.0,0
cersei-lannister,robert-baratheon,29.0,2
cersei-lannister,robert-baratheon,7.0,0
cersei-lannister,robert-strong,4.0,0
cersei-lannister,sandor-clegane,5.0,0
cersei-lannister,sandor-clegane,9.0,0
cersei-lannister,sandor-clegane,5.0,0
cersei-lannister,sansa-stark,29.0,2
cersei-lannister,sansa-stark,39.0,2
