Source,Target,weight,prediction
alebelly,bran-stark,7.0,0
alebelly,hayhead,3.0,0
alebelly,jojen-reed,6.0,0
alebelly,mikken,3.0,0
hullen,jory-cassel,5.0,0
hullen,luwin,3.0,0
hullen,robb-stark,3.0,0
hullen,rodrik-cassel,3.0,0
jory-cassel,mordane,3.0,0
jory-cassel,petyr-baelish,8.0,0
jory-cassel,robb-stark,9.0,0
jory-cassel,robert-baratheon,7.0,0
jory-cassel,rodrik-cassel,5.0,0
jory-cassel,sansa-stark,9.0,0
jory-cassel,stannis-baratheon,3.0,0
jory-cassel,theon-greyjoy,3.0,0
jory-cassel,tomard,5.0,0
jory-cassel,vayon-poole,5.0,0
jory-cassel,wyl-(guard),6.0,0
moelle,scolera,10.0,0
moelle,unella,12.0,0
