Source,Target,weight,prediction
kojja-mo,samwell-tarly,8.0,0
lollys-stokeworth,shae,5.0,0
lollys-stokeworth,symon-silver-tongue,3.0,0
lollys-stokeworth,tanda-stokeworth,7.0,0
lollys-stokeworth,tanda-stokeworth,7.0,0
lollys-stokeworth,tanda-stokeworth,4.0,0
lollys-stokeworth,tyrion-lannister,8.0,0
lollys-stokeworth,varys,5.0,0
margaery-tyrell,megga-tyrell,9.0,0
margaery-tyrell,olenna-redwyne,4.0,0
margaery-tyrell,olenna-redwyne,3.0,0
margaery-tyrell,orton-merryweather,4.0,0
margaery-tyrell,osmund-kettleblack,8.0,0
margaery-tyrell,osney-kettleblack,14.0,0
margaery-tyrell,qyburn,6.0,0
margaery-tyrell,renly-baratheon,13.0,0
margaery-tyrell,renly-baratheon,6.0,0
margaery-tyrell,robert-baratheon,5.0,0
margaery-tyrell,sansa-stark,4.0,0
margaery-tyrell,sansa-stark,34.0,2
margaery-tyrell,sansa-stark,3.0,0
margaery-tyrell,senelle,3.0,0
margaery-tyrell,taena-of-myr,15.0,0
margaery-tyrell,tallad,3.0,0
margaery-tyrell,tommen-baratheon,5.0,0
margaery-tyrell,tommen-baratheon,46.0,2
margaery-tyrell,tyrion-lannister,10.0,0
margaery-tyrell,varys,3.0,0
margaery-tyrell,willas-tyrell,5.0,0
margaery-tyrell,willas-tyrell,3.0,0
meera-reed,osha,6.0,0
meera-reed,rickon-stark,6.0,0
meera-reed,samwell-tarly,5.0,0
