Source,Target,weight,prediction
arya-stark,bellegere-otherys,3.0,0
arya-stark,benjen-stark,3.0,0
arya-stark,beric-dondarrion,5.0,0
arya-stark,beric-dondarrion,23.0,2
arya-stark,biter,10.0,0
arya-stark,bran-stark,14.0,0
arya-stark,bran-stark,10.0,0
arya-stark,bran-stark,9.0,0
arya-stark,bran-stark,7.0,0
arya-stark,brea,5.0,0
arya-stark,brusco,6.0,0
arya-stark,brusco,4.0,0
arya-stark,brynden-tully,4.0,0
arya-stark,catelyn-stark,5.0,0
arya-stark,catelyn-stark,3.0,0
arya-stark,cersei-lannister,12.0,0
arya-stark,cersei-lannister,7.0,0
arya-stark,cersei-lannister,6.0,0
arya-stark,chiswyck,8.0,0
arya-stark,dareon,5.0,0
arya-stark,denyo-terys,8.0,0
arya-stark,desmond,3.0,0
arya-stark,dobber,4.0,0
arya-stark,dunsen,3.0,0
arya-stark,dunsen,3.0,0
arya-stark,eddard-stark,30.0,2
arya-stark,eddard-stark,6.0,0
arya-stark,eddard-stark,6.0,0
arya-stark,eddard-stark,4.0,0
arya-stark,elmar-frey,4.0,0
arya-stark,gendry,36.0,2
arya-stark,gendry,46.0,2
arya-stark,greenbeard,9.0,0
arya-stark,gregor-clegane,4.0,0
arya-stark,gregor-clegane,6.0,0
arya-stark,harra,3.0,0
arya-stark,harren-hoare,7.0,0
arya-stark,harwin,17.0,0
arya-stark,hot-pie,51.0,2
arya-stark,hot-pie,25.0,2
arya-stark,ilyn-payne,5.0,0
arya-stark,ilyn-payne,3.0,0
arya-stark,jaime-lannister,3.0,0
arya-stark,jaime-lannister,10.0,0
arya-stark,jaqen-hghar,25.0,2
arya-stark,jeyne-poole,10.0,0
arya-stark,jeyne-poole,4.0,0
arya-stark,joffrey-baratheon,39.0,2
arya-stark,joffrey-baratheon,4.0,0
arya-stark,joffrey-baratheon,10.0,0
arya-stark,jon-snow,37.0,2
arya-stark,jon-snow,13.0,0
arya-stark,jon-snow,9.0,0
arya-stark,jon-snow,12.0,0
arya-stark,jory-cassel,12.0,0
arya-stark,kindly-man,13.0,0
arya-stark,kindly-man,4.0,0
arya-stark,koss,3.0,0
arya-stark,lem,24.0,2
arya-stark,lommy-greenhands,31.0,2
arya-stark,mad-huntsman,4.0,0
arya-stark,mance-rayder,3.0,0
arya-stark,melisandre,4.0,0
arya-stark,meralyn,9.0,0
arya-stark,meryn-trant,4.0,0
arya-stark,meryn-trant,3.0,0
arya-stark,mordane,39.0,2
arya-stark,mycah,18.0,0
arya-stark,mycah,6.0,0
arya-stark,myrcella-baratheon,13.0,0
arya-stark,nan,5.0,0
arya-stark,nan,7.0,0
arya-stark,nan,5.0,0
arya-stark,pate-(old),4.0,0
arya-stark,petyr-baelish,3.0,0
arya-stark,polliver,3.0,0
arya-stark,polliver,11.0,0
arya-stark,praed,3.0,0
arya-stark,rafford,5.0,0
arya-stark,rafford,5.0,0
arya-stark,ramsay-snow,5.0,0
arya-stark,ravella-swann,7.0,0
arya-stark,rickon-stark,7.0,0
arya-stark,rickon-stark,5.0,0
arya-stark,rickon-stark,8.0,0
arya-stark,robb-stark,15.0,0
arya-stark,robb-stark,15.0,0
arya-stark,robb-stark,14.0,0
arya-stark,robert-baratheon,8.0,0
arya-stark,robert-baratheon,4.0,0
arya-stark,robert-baratheon,5.0,0
arya-stark,rodrik-cassel,3.0,0
arya-stark,roose-bolton,13.0,0
arya-stark,roose-bolton,8.0,0
arya-stark,rorge,13.0,0
arya-stark,sandor-clegane,7.0,0
arya-stark,sandor-clegane,48.0,2
arya-stark,sandor-clegane,3.0,0
arya-stark,sansa-stark,104.0,1
arya-stark,sansa-stark,20.0,2
arya-stark,sansa-stark,23.0,2
arya-stark,sansa-stark,4.0,0
arya-stark,sansa-stark,4.0,0
arya-stark,syrio-forel,20.0,2
arya-stark,syrio-forel,5.0,0
arya-stark,syrio-forel,4.0,0
arya-stark,talea,4.0,0
arya-stark,ternesio-terys,5.0,0
arya-stark,theon-greyjoy,7.0,0
arya-stark,thoros-of-myr,21.0,2
arya-stark,tickler,5.0,0
arya-stark,tom-of-sevenstreams,24.0,2
arya-stark,tomard,6.0,0
arya-stark,tommen-baratheon,5.0,0
arya-stark,tyrion-lannister,4.0,0
arya-stark,tyrion-lannister,7.0,0
arya-stark,tywin-lannister,13.0,0
arya-stark,umma,6.0,0
arya-stark,vargo-hoat,6.0,0
arya-stark,vayon-poole,4.0,0
arya-stark,waif,17.0,0
arya-stark,waif,3.0,0
arya-stark,weasel,10.0,0
arya-stark,weese,15.0,0
arya-stark,woth,3.0,0
arya-stark,yoren,4.0,0
arya-stark,yoren,28.0,2
arya-stark,yorko-terys,6.0,0
kella,sansa-stark,3.0,0
