Source,Target,weight,prediction
barristan-selmy,belwas,5.0,0
barristan-selmy,belwas,9.0,0
barristan-selmy,ben-plumm,4.0,0
barristan-selmy,bloodbeard,3.0,0
barristan-selmy,boros-blount,3.0,0
barristan-selmy,cersei-lannister,12.0,0
barristan-selmy,cersei-lannister,5.0,0
barristan-selmy,daario-naharis,18.0,0
barristan-selmy,daenerys-targaryen,3.0,0
barristan-selmy,daenerys-targaryen,5.0,0
barristan-selmy,daenerys-targaryen,75.0,1
barristan-selmy,eddard-stark,28.0,2
barristan-selmy,galazza-galare,5.0,0
barristan-selmy,gerold-hightower,5.0,0
barristan-selmy,gerris-drinkwater,4.0,0
barristan-selmy,grazhar,3.0,0
barristan-selmy,grey-worm,6.0,0
barristan-selmy,groleo,8.0,0
barristan-selmy,hizdahr-zo-loraq,42.0,2
barristan-selmy,jaime-lannister,4.0,0
barristan-selmy,jaime-lannister,4.0,0
barristan-selmy,jhogo,3.0,0
barristan-selmy,joffrey-baratheon,6.0,0
barristan-selmy,joffrey-baratheon,7.0,0
barristan-selmy,jon-arryn,4.0,0
barristan-selmy,jorah-mormont,5.0,0
barristan-selmy,khrazz,8.0,0
barristan-selmy,larraq,3.0,0
barristan-selmy,meryn-trant,3.0,0
barristan-selmy,missandei,8.0,0
barristan-selmy,petyr-baelish,7.0,0
barristan-selmy,pycelle,8.0,0
barristan-selmy,quentyn-martell,22.0,2
barristan-selmy,renly-baratheon,13.0,0
barristan-selmy,reznak-mo-reznak,7.0,0
barristan-selmy,rhaegar-targaryen,3.0,0
barristan-selmy,robert-baratheon,40.0,2
barristan-selmy,robert-baratheon,3.0,0
barristan-selmy,robert-baratheon,8.0,0
barristan-selmy,sandor-clegane,3.0,0
barristan-selmy,sansa-stark,3.0,0
barristan-selmy,skahaz-mo-kandaq,21.0,2
barristan-selmy,steelskin,3.0,0
barristan-selmy,tyrion-lannister,3.0,0
barristan-selmy,varys,9.0,0
barristan-selmy,varys,3.0,0
barristan-selmy,varys,3.0,0
barristan-selmy,widower,3.0,0
barristan-selmy,xaro-xhoan-daxos,3.0,0
