Source,Target,weight,prediction
benerro,daenerys-targaryen,3.0,0
benerro,haldon,4.0,0
benerro,moqorro,4.0,0
benerro,tyrion-lannister,7.0,0
gerris-drinkwater,hizdahr-zo-loraq,4.0,0
gerris-drinkwater,meris,4.0,0
gerris-drinkwater,quentyn-martell,49.0,2
gerris-drinkwater,tattered-prince,3.0,0
gyles-rosby,harys-swyft,6.0,0
gyles-rosby,jacelyn-bywater,4.0,0
gyles-rosby,jalabhar-xho,4.0,0
gyles-rosby,joffrey-baratheon,4.0,0
gyles-rosby,lollys-stokeworth,5.0,0
gyles-rosby,mace-tyrell,3.0,0
gyles-rosby,margaery-tyrell,5.0,0
gyles-rosby,orton-merryweather,4.0,0
gyles-rosby,pycelle,12.0,0
gyles-rosby,qyburn,4.0,0
gyles-rosby,sansa-stark,3.0,0
gyles-rosby,tanda-stokeworth,5.0,0
gyles-rosby,tommen-baratheon,4.0,0
gyles-rosby,tyrion-lannister,3.0,0
hagen,lorren,3.0,0
hagen,qarl-the-maid,3.0,0
hagen,tristifer-botley,3.0,0
robert-arryn,sansa-stark,9.0,0
robert-arryn,sansa-stark,8.0,0
robert-arryn,terrance-lynderly,4.0,0
robert-arryn,tyrion-lannister,9.0,0
robert-arryn,yohn-royce,4.0,0
