Source,Target,weight,prediction
arwyn-oakheart,randyll-tarly,3.0,0
edmure-tully,elmar-frey,3.0,0
edmure-tully,emmon-frey,11.0,0
edmure-tully,forley-prester,3.0,0
edmure-tully,hoster-tully,7.0,0
edmure-tully,hoster-tully,3.0,0
edmure-tully,hoster-tully,11.0,0
edmure-tully,ilyn-payne,4.0,0
edmure-tully,jaime-lannister,4.0,0
edmure-tully,jaime-lannister,3.0,0
edmure-tully,jaime-lannister,4.0,0
edmure-tully,jaime-lannister,24.0,2
edmure-tully,karyl-vance,4.0,0
edmure-tully,lothar-frey,4.0,0
edmure-tully,lysa-arryn,5.0,0
edmure-tully,marq-piper,3.0,0
edmure-tully,marq-piper,5.0,0
edmure-tully,petyr-baelish,4.0,0
edmure-tully,robb-stark,5.0,0
edmure-tully,robb-stark,12.0,0
edmure-tully,robb-stark,34.0,2
edmure-tully,roslin-frey,15.0,0
edmure-tully,roslin-frey,4.0,0
edmure-tully,ryman-frey,5.0,0
edmure-tully,tansy,3.0,0
edmure-tully,tommen-baratheon,4.0,0
edmure-tully,tytos-blackwood,3.0,0
edmure-tully,tywin-lannister,8.0,0
edmure-tully,tywin-lannister,3.0,0
edmure-tully,walder-frey,9.0,0
edmure-tully,walder-frey,4.0,0
tormund,val,9.0,0
tormund,weeper,9.0,0
tormund,ygritte,11.0,0
