Source,Target,weight,prediction
balon-swann,boros-blount,3.0,0
balon-swann,doran-martell,11.0,0
balon-swann,gerold-dayne,3.0,0
balon-swann,gregor-clegane,3.0,0
balon-swann,jaime-lannister,5.0,0
balon-swann,jaime-lannister,3.0,0
balon-swann,joffrey-baratheon,6.0,0
balon-swann,joffrey-baratheon,5.0,0
balon-swann,loras-tyrell,6.0,0
balon-swann,loras-tyrell,4.0,0
balon-swann,mandon-moore,3.0,0
balon-swann,meryn-trant,3.0,0
balon-swann,myrcella-baratheon,4.0,0
balon-swann,osmund-kettleblack,4.0,0
balon-swann,osmund-kettleblack,3.0,0
balon-swann,renly-baratheon,3.0,0
balon-swann,sandor-clegane,3.0,0
balon-swann,tyrion-lannister,8.0,0
balon-swann,tyrion-lannister,4.0,0
balon-swann,tyrion-lannister,3.0,0
brenett,catelyn-stark,3.0,0
gawen-westerling,jeyne-westerling,3.0,0
gawen-westerling,sybell-spicer,3.0,0
jon-snow,jory-cassel,3.0,0
jon-snow,kegs,5.0,0
jon-snow,lark,4.0,0
jon-snow,leathers,18.0,0
jon-snow,luwin,10.0,0
jon-snow,mag-mar-tun-doh-weg,3.0,0
jon-snow,malegorn,5.0,0
jon-snow,mance-rayder,4.0,0
jon-snow,mance-rayder,83.0,1
jon-snow,mance-rayder,25.0,2
jon-snow,matthar,3.0,0
jon-snow,melisandre,9.0,0
jon-snow,melisandre,48.0,2
jon-snow,mordane,4.0,0
jon-snow,mully,4.0,0
jon-snow,mully,14.0,0
jon-snow,nan,4.0,0
jon-snow,narbert-grandison,3.0,0
jon-snow,orell,6.0,0
jon-snow,othell-yarwyck,10.0,0
jon-snow,othor,5.0,0
jon-snow,ottyn-wythers,3.0,0
jon-snow,owen,14.0,0
jon-snow,owen,3.0,0
jon-snow,patrek-of-kings-mountain,7.0,0
jon-snow,pypar,45.0,2
jon-snow,pypar,27.0,2
jon-snow,pypar,5.0,0
jon-snow,qhorin-halfhand,47.0,2
jon-snow,qhorin-halfhand,23.0,2
jon-snow,qhorin-halfhand,3.0,0
jon-snow,rast,8.0,0
jon-snow,rattleshirt,7.0,0
jon-snow,rattleshirt,23.0,2
jon-snow,rattleshirt,23.0,2
jon-snow,rickon-stark,11.0,0
jon-snow,rickon-stark,5.0,0
jon-snow,robb-stark,53.0,2
jon-snow,robb-stark,13.0,0
jon-snow,robb-stark,12.0,0
jon-snow,robb-stark,3.0,0
jon-snow,robb-stark,10.0,0
jon-snow,robert-baratheon,18.0,0
jon-snow,robert-baratheon,6.0,0
jon-snow,robert-baratheon,5.0,0
jon-snow,rodrik-cassel,3.0,0
jon-snow,rory,6.0,0
jon-snow,ryk,11.0,0
jon-snow,samwell-tarly,81.0,1
jon-snow,samwell-tarly,52.0,2
jon-snow,samwell-tarly,50.0,2
jon-snow,samwell-tarly,31.0,2
jon-snow,samwell-tarly,14.0,0
jon-snow,sansa-stark,8.0,0
jon-snow,sansa-stark,3.0,0
jon-snow,satin,33.0,2
jon-snow,satin,15.0,0
jon-snow,selyse-florent,38.0,2
jon-snow,shireen-baratheon,4.0,0
jon-snow,sigorn,6.0,0
jon-snow,soren-shieldbreaker,3.0,0
jon-snow,spare-boot,5.0,0
jon-snow,stannis-baratheon,12.0,0
jon-snow,stannis-baratheon,6.0,0
jon-snow,stannis-baratheon,73.0,1
jon-snow,stonesnake,13.0,0
jon-snow,styr,40.0,2
jon-snow,theon-greyjoy,8.0,0
jon-snow,theon-greyjoy,8.0,0
jon-snow,thoren-smallwood,4.0,0
jon-snow,todder,13.0,0
jon-snow,tom-barleycorn,4.0,0
jon-snow,toregg,6.0,0
jon-snow,tormund,23.0,2
jon-snow,tormund,50.0,2
jon-snow,tycho-nestoris,12.0,0
jon-snow,tyrion-lannister,56.0,2
jon-snow,ulmer,3.0,0
jon-snow,val,11.0,0
jon-snow,val,37.0,2
jon-snow,varamyr,7.0,0
jon-snow,weeper,3.0,0
jon-snow,wick-whittlestick,5.0,0
jon-snow,wun-weg-wun-dar-wun,11.0,0
jon-snow,ygritte,12.0,0
jon-snow,ygritte,54.0,2
jon-snow,ygritte,14.0,0
jon-snow,yoren,6.0,0
jon-snow,zei,3.0,0
puckens,pycelle,3.0,0
puckens,shortear,3.0,0
walder-frey-(son-of-merrett),wex-pyke,4.0,0
