Source,Target,weight,prediction
benjen-stark,bran-stark,6.0,0
benjen-stark,bran-stark,3.0,0
benjen-stark,cersei-lannister,3.0,0
benjen-stark,jaremy-rykker,3.0,0
benjen-stark,jeor-mormont,9.0,0
benjen-stark,jeor-mormont,5.0,0
benjen-stark,jeor-mormont,3.0,0
benjen-stark,jon-snow,41.0,2
benjen-stark,jon-snow,3.0,0
benjen-stark,jon-snow,4.0,0
benjen-stark,luwin,7.0,0
benjen-stark,mance-rayder,3.0,0
benjen-stark,robb-stark,7.0,0
benjen-stark,robert-baratheon,3.0,0
benjen-stark,robert-baratheon,3.0,0
benjen-stark,theon-greyjoy,4.0,0
benjen-stark,tyrion-lannister,8.0,0
benjen-stark,waymar-royce,3.0,0
benjen-stark,yoren,4.0,0
