Source,Target,weight,prediction
amory-lorch,arya-stark,9.0,0
amory-lorch,cersei-lannister,4.0,0
amory-lorch,chiswyck,4.0,0
amory-lorch,dunsen,3.0,0
amory-lorch,gendry,3.0,0
amory-lorch,gregor-clegane,7.0,0
amory-lorch,gregor-clegane,3.0,0
amory-lorch,hot-pie,3.0,0
amory-lorch,ilyn-payne,4.0,0
amory-lorch,jaime-lannister,3.0,0
amory-lorch,joffrey-baratheon,7.0,0
amory-lorch,meryn-trant,5.0,0
amory-lorch,oberyn-martell,6.0,0
amory-lorch,polliver,3.0,0
amory-lorch,rafford,5.0,0
amory-lorch,roose-bolton,3.0,0
amory-lorch,sandor-clegane,5.0,0
amory-lorch,tickler,5.0,0
amory-lorch,tywin-lannister,4.0,0
amory-lorch,tywin-lannister,4.0,0
amory-lorch,vargo-hoat,7.0,0
amory-lorch,vargo-hoat,3.0,0
amory-lorch,yoren,5.0,0
dareon,gilly,7.0,0
dareon,jon-snow,6.0,0
dareon,lanna-(happy-port),4.0,0
dareon,samwell-tarly,26.0,2
robin-flint,wendel-manderly,3.0,0
timett,tyrion-lannister,3.0,0
timett,tyrion-lannister,10.0,0
timett,varys,3.0,0
