Source,Target,weight,prediction
alys-arryn,elys-waynwood,4.0,0
alys-arryn,jon-arryn,3.0,0
cleos-frey,eddard-stark,3.0,0
cleos-frey,jaime-lannister,3.0,0
cleos-frey,jaime-lannister,25.0,2
cleos-frey,jaime-lannister,4.0,0
cleos-frey,robb-stark,11.0,0
cleos-frey,tyrion-lannister,13.0,0
creighton-longbough,illifer,15.0,0
creighton-longbough,shadrich,4.0,0
fogo,ogo,4.0,0
garth-(wolfs-den),sybell-spicer,3.0,0
koss,yoren,5.0,0
rickon-stark,robb-stark,20.0,2
rickon-stark,robb-stark,12.0,0
rickon-stark,robb-stark,13.0,0
rickon-stark,robb-stark,5.0,0
rickon-stark,robb-stark,3.0,0
rickon-stark,rodrik-cassel,3.0,0
rickon-stark,sansa-stark,8.0,0
rickon-stark,sansa-stark,5.0,0
rickon-stark,sansa-stark,7.0,0
rickon-stark,theon-greyjoy,8.0,0
rickon-stark,theon-greyjoy,8.0,0
rickon-stark,theon-greyjoy,4.0,0
rickon-stark,tyrion-lannister,4.0,0
rickon-stark,walder-frey-(son-of-merrett),5.0,0
rodrik-cassel,roose-bolton,4.0,0
rodrik-cassel,theon-greyjoy,6.0,0
rodrik-cassel,theon-greyjoy,12.0,0
rodrik-cassel,theon-greyjoy,3.0,0
rodrik-cassel,tyrion-lannister,10.0,0
rodrik-cassel,walder-frey-(son-of-merrett),3.0,0
rodrik-cassel,willis-wode,7.0,0
rodrik-cassel,wyman-manderly,6.0,0
stonesnake,ygritte,3.0,0
