Source,Target,weight,prediction
ashara-dayne,elia-martell,3.0,0
meryn-trant,osmund-kettleblack,8.0,0
meryn-trant,osmund-kettleblack,4.0,0
meryn-trant,osmund-kettleblack,9.0,0
meryn-trant,polliver,3.0,0
meryn-trant,polliver,5.0,0
meryn-trant,rafford,3.0,0
meryn-trant,rafford,6.0,0
meryn-trant,rafford,4.0,0
meryn-trant,rafford,3.0,0
meryn-trant,robert-baratheon,3.0,0
meryn-trant,sandor-clegane,4.0,0
meryn-trant,sandor-clegane,10.0,0
meryn-trant,sandor-clegane,5.0,0
meryn-trant,sansa-stark,5.0,0
meryn-trant,sansa-stark,3.0,0
meryn-trant,syrio-forel,5.0,0
meryn-trant,tickler,5.0,0
meryn-trant,tickler,6.0,0
meryn-trant,tyrion-lannister,7.0,0
meryn-trant,tyrion-lannister,5.0,0
