Source,Target,weight,prediction
belwas,ben-plumm,4.0,0
belwas,daenerys-targaryen,5.0,0
belwas,daenerys-targaryen,28.0,2
belwas,daenerys-targaryen,13.0,0
belwas,hizdahr-zo-loraq,11.0,0
belwas,illyrio-mopatis,8.0,0
belwas,jhiqui,3.0,0
belwas,jhogo,3.0,0
belwas,jorah-mormont,4.0,0
belwas,jorah-mormont,18.0,0
belwas,oznak-zo-pahl,8.0,0
belwas,quentyn-martell,3.0,0
belwas,skahaz-mo-kandaq,3.0,0
daryn-hornwood,eddard-stark,3.0,0
daryn-hornwood,torrhen-karstark,3.0,0
othell-yarwyck,pypar,3.0,0
othell-yarwyck,weeper,4.0,0
