Source,Target,weight,prediction
ardrian-celtigar,monford-velaryon,5.0,0
bannen,dywen,5.0,0
bannen,samwell-tarly,11.0,0
joseth,luwin,3.0,0
robert-baratheon,sandor-clegane,9.0,0
robert-baratheon,sandor-clegane,5.0,0
robert-baratheon,sansa-stark,26.0,2
robert-baratheon,sansa-stark,6.0,0
robert-baratheon,sansa-stark,3.0,0
robert-baratheon,stannis-baratheon,21.0,2
robert-baratheon,stannis-baratheon,25.0,2
robert-baratheon,stannis-baratheon,7.0,0
robert-baratheon,stannis-baratheon,4.0,0
robert-baratheon,stannis-baratheon,11.0,0
robert-baratheon,taena-of-myr,5.0,0
robert-baratheon,thoros-of-myr,6.0,0
robert-baratheon,tommen-baratheon,3.0,0
robert-baratheon,tommen-baratheon,5.0,0
robert-baratheon,tommen-baratheon,4.0,0
robert-baratheon,tyrion-lannister,18.0,0
robert-baratheon,tyrion-lannister,10.0,0
robert-baratheon,tyrion-lannister,8.0,0
robert-baratheon,tyrion-lannister,6.0,0
robert-baratheon,tywin-lannister,13.0,0
robert-baratheon,tywin-lannister,4.0,0
robert-baratheon,tywin-lannister,9.0,0
robert-baratheon,tywin-lannister,3.0,0
robert-baratheon,val,3.0,0
robert-baratheon,varys,36.0,2
robert-baratheon,varys,4.0,0
robert-baratheon,varys,4.0,0
robert-baratheon,vayon-poole,3.0,0
robert-baratheon,viserys-targaryen,7.0,0
robert-baratheon,viserys-targaryen,6.0,0
robert-baratheon,viserys-targaryen,3.0,0
robert-baratheon,willam-dustin,3.0,0
