Source,Target,weight,prediction
chiggen,tyrion-lannister,5.0,0
chiggen,willis-wode,3.0,0
cressen,davos-seaworth,10.0,0
cressen,davos-seaworth,4.0,0
cressen,melisandre,7.0,0
cressen,patchface,8.0,0
cressen,pylos,17.0,0
cressen,renly-baratheon,4.0,0
cressen,robert-baratheon,4.0,0
cressen,selyse-florent,3.0,0
cressen,shireen-baratheon,6.0,0
cressen,stannis-baratheon,21.0,2
dick-straw,hugh-hungerford,3.0,0
dick-straw,tattered-prince,4.0,0
gerrick-kingsblood,jon-snow,5.0,0
gerrick-kingsblood,raymun-redbeard,3.0,0
mellei,morra,5.0,0
ryk,tormund,6.0,0
ryk,ygritte,8.0,0
