Source,Target,weight,prediction
harras-harlaw,victarion-greyjoy,3.0,0
luwin,meera-reed,4.0,0
luwin,nan,4.0,0
luwin,nan,5.0,0
luwin,nan,3.0,0
luwin,osha,16.0,0
luwin,osha,12.0,0
luwin,rickard-karstark,3.0,0
luwin,rickon-stark,9.0,0
luwin,rickon-stark,12.0,0
luwin,robb-stark,20.0,2
luwin,robb-stark,6.0,0
luwin,rodrik-cassel,3.0,0
luwin,rodrik-cassel,18.0,0
luwin,theon-greyjoy,10.0,0
luwin,theon-greyjoy,17.0,0
luwin,tommen-baratheon,3.0,0
luwin,tyrion-lannister,10.0,0
luwin,walder-frey-(son-of-merrett),4.0,0
