Source,Target,weight,prediction
daenerys-targaryen,daeron-ii-targaryen,3.0,0
daenerys-targaryen,doran-martell,3.0,0
daenerys-targaryen,doreah,15.0,0
daenerys-targaryen,doreah,3.0,0
daenerys-targaryen,drogo,101.0,1
daenerys-targaryen,drogo,8.0,0
daenerys-targaryen,drogo,7.0,0
daenerys-targaryen,drogo,7.0,0
daenerys-targaryen,eddard-stark,5.0,0
daenerys-targaryen,eroeh,5.0,0
daenerys-targaryen,eroeh,3.0,0
daenerys-targaryen,ezzara,3.0,0
daenerys-targaryen,galazza-galare,19.0,2
daenerys-targaryen,gerris-drinkwater,15.0,0
daenerys-targaryen,ghael,3.0,0
daenerys-targaryen,ghael,5.0,0
daenerys-targaryen,grey-worm,14.0,0
daenerys-targaryen,grey-worm,11.0,0
daenerys-targaryen,groleo,6.0,0
daenerys-targaryen,groleo,4.0,0
daenerys-targaryen,haggo,12.0,0
daenerys-targaryen,hero,5.0,0
daenerys-targaryen,hizdahr-zo-loraq,96.0,1
daenerys-targaryen,illyrio-mopatis,24.0,2
daenerys-targaryen,illyrio-mopatis,12.0,0
daenerys-targaryen,irri,25.0,2
daenerys-targaryen,irri,6.0,0
daenerys-targaryen,irri,17.0,0
daenerys-targaryen,irri,25.0,2
daenerys-targaryen,jhiqui,26.0,2
daenerys-targaryen,jhiqui,7.0,0
daenerys-targaryen,jhiqui,17.0,0
daenerys-targaryen,jhiqui,15.0,0
daenerys-targaryen,jhogo,17.0,0
daenerys-targaryen,jhogo,12.0,0
daenerys-targaryen,jhogo,4.0,0
daenerys-targaryen,jhogo,6.0,0
daenerys-targaryen,jon-connington,6.0,0
daenerys-targaryen,jorah-mormont,75.0,1
daenerys-targaryen,jorah-mormont,29.0,2
daenerys-targaryen,jorah-mormont,53.0,2
daenerys-targaryen,jorah-mormont,4.0,0
daenerys-targaryen,kraznys-mo-nakloz,16.0,0
daenerys-targaryen,lynesse-hightower,3.0,0
daenerys-targaryen,lysono-maar,3.0,0
daenerys-targaryen,mace-tyrell,3.0,0
daenerys-targaryen,marselen,3.0,0
daenerys-targaryen,meris,6.0,0
daenerys-targaryen,mero,5.0,0
daenerys-targaryen,mezzara,4.0,0
daenerys-targaryen,miklaz,3.0,0
daenerys-targaryen,mirri-maz-duur,31.0,2
daenerys-targaryen,mirri-maz-duur,3.0,0
daenerys-targaryen,missandei,26.0,2
daenerys-targaryen,missandei,37.0,2
daenerys-targaryen,moqorro,3.0,0
daenerys-targaryen,oznak-zo-pahl,4.0,0
daenerys-targaryen,penny,4.0,0
daenerys-targaryen,pono,4.0,0
daenerys-targaryen,pyat-pree,14.0,0
daenerys-targaryen,qavo-nogarys,5.0,0
daenerys-targaryen,qezza,6.0,0
daenerys-targaryen,qotho,18.0,0
daenerys-targaryen,quaithe,5.0,0
daenerys-targaryen,quaithe,6.0,0
daenerys-targaryen,quaro,5.0,0
daenerys-targaryen,quentyn-martell,58.0,1
daenerys-targaryen,rakharo,4.0,0
daenerys-targaryen,rakharo,4.0,0
daenerys-targaryen,rakharo,7.0,0
daenerys-targaryen,rakharo,7.0,0
daenerys-targaryen,reznak-mo-reznak,19.0,2
daenerys-targaryen,rhaegar-targaryen,4.0,0
daenerys-targaryen,rhaegar-targaryen,13.0,0
daenerys-targaryen,rhaegar-targaryen,10.0,0
daenerys-targaryen,rhaegel-targaryen,5.0,0
daenerys-targaryen,robert-baratheon,11.0,0
daenerys-targaryen,robert-baratheon,4.0,0
daenerys-targaryen,robert-baratheon,8.0,0
daenerys-targaryen,robert-baratheon,3.0,0
daenerys-targaryen,skahaz-mo-kandaq,33.0,2
daenerys-targaryen,spotted-cat,3.0,0
daenerys-targaryen,symon-stripeback,4.0,0
daenerys-targaryen,tattered-prince,4.0,0
daenerys-targaryen,tyrion-lannister,17.0,0
daenerys-targaryen,varys,5.0,0
daenerys-targaryen,varys,3.0,0
daenerys-targaryen,victarion-greyjoy,7.0,0
daenerys-targaryen,viserys-targaryen,37.0,2
daenerys-targaryen,viserys-targaryen,3.0,0
daenerys-targaryen,viserys-targaryen,8.0,0
daenerys-targaryen,viserys-targaryen,7.0,0
daenerys-targaryen,xaro-xhoan-daxos,13.0,0
daenerys-targaryen,xaro-xhoan-daxos,16.0,0
daenerys-targaryen,yurkhaz-zo-yunzak,4.0,0
hobb,janos-slynt,4.0,0
hobb,jon-snow,5.0,0
hobb,jon-snow,4.0,0
hobb,melisandre,3.0,0
hobb,mully,3.0,0
hobb,othell-yarwyck,3.0,0
hobb,owen,3.0,0
hobb,owen,5.0,0
hobb,samwell-tarly,3.0,0
mya-stone,myranda-royce,6.0,0
mya-stone,robert-arryn,9.0,0
