Source,Target,weight,prediction
aemon-targaryen-(maester-aemon),alleras,4.0,0
aemon-targaryen-(maester-aemon),alliser-thorne,4.0,0
aemon-targaryen-(maester-aemon),alliser-thorne,3.0,0
aemon-targaryen-(maester-aemon),bowen-marsh,4.0,0
aemon-targaryen-(maester-aemon),chett,9.0,0
aemon-targaryen-(maester-aemon),clydas,5.0,0
aemon-targaryen-(maester-aemon),clydas,16.0,0
aemon-targaryen-(maester-aemon),clydas,5.0,0
aemon-targaryen-(maester-aemon),clydas,7.0,0
aemon-targaryen-(maester-aemon),cotter-pyke,3.0,0
aemon-targaryen-(maester-aemon),daeron-ii-targaryen,3.0,0
aemon-targaryen-(maester-aemon),dareon,5.0,0
aemon-targaryen-(maester-aemon),denys-mallister,4.0,0
aemon-targaryen-(maester-aemon),donal-noye,11.0,0
aemon-targaryen-(maester-aemon),eddison-tollett,3.0,0
aemon-targaryen-(maester-aemon),gilly,17.0,0
aemon-targaryen-(maester-aemon),gilly,3.0,0
aemon-targaryen-(maester-aemon),grenn,5.0,0
aemon-targaryen-(maester-aemon),hobb,3.0,0
aemon-targaryen-(maester-aemon),janos-slynt,5.0,0
aemon-targaryen-(maester-aemon),jeor-mormont,13.0,0
aemon-targaryen-(maester-aemon),jeor-mormont,9.0,0
aemon-targaryen-(maester-aemon),jeor-mormont,3.0,0
aemon-targaryen-(maester-aemon),jon-snow,34.0,2
aemon-targaryen-(maester-aemon),jon-snow,11.0,0
aemon-targaryen-(maester-aemon),jon-snow,36.0,2
aemon-targaryen-(maester-aemon),jon-snow,17.0,0
aemon-targaryen-(maester-aemon),jon-snow,12.0,0
aemon-targaryen-(maester-aemon),maekar-i-targaryen,3.0,0
aemon-targaryen-(maester-aemon),mance-rayder,5.0,0
aemon-targaryen-(maester-aemon),owen,3.0,0
aemon-targaryen-(maester-aemon),pypar,5.0,0
aemon-targaryen-(maester-aemon),robert-baratheon,5.0,0
aemon-targaryen-(maester-aemon),samwell-tarly,5.0,0
aemon-targaryen-(maester-aemon),samwell-tarly,5.0,0
aemon-targaryen-(maester-aemon),samwell-tarly,32.0,2
aemon-targaryen-(maester-aemon),samwell-tarly,41.0,2
aemon-targaryen-(maester-aemon),samwell-tarly,16.0,0
aemon-targaryen-(maester-aemon),stannis-baratheon,9.0,0
aemon-targaryen-(maester-aemon),stannis-baratheon,3.0,0
aemon-targaryen-(maester-aemon),wynton-stout,3.0,0
chiswyck,dunsen,3.0,0
chiswyck,gregor-clegane,4.0,0
chiswyck,ilyn-payne,3.0,0
chiswyck,joffrey-baratheon,3.0,0
chiswyck,meryn-trant,3.0,0
chiswyck,polliver,4.0,0
chiswyck,rafford,7.0,0
chiswyck,sandor-clegane,3.0,0
chiswyck,tickler,5.0,0
chiswyck,weese,6.0,0
