Source,Target,weight,prediction
hairy-hal,jack-bulwer,3.0,0
hairy-hal,jon-snow,4.0,0
jeor-mormont,jon-snow,81.0,1
jeor-mormont,jon-snow,63.0,1
jeor-mormont,jon-snow,19.0,2
jeor-mormont,jon-snow,11.0,0
jeor-mormont,jorah-mormont,3.0,0
jeor-mormont,lark,3.0,0
jeor-mormont,mance-rayder,4.0,0
jeor-mormont,othell-yarwyck,3.0,0
jeor-mormont,ottyn-wythers,3.0,0
jeor-mormont,qhorin-halfhand,12.0,0
jeor-mormont,qhorin-halfhand,6.0,0
jeor-mormont,qhorin-halfhand,3.0,0
jeor-mormont,robert-baratheon,4.0,0
jeor-mormont,samwell-tarly,8.0,0
jeor-mormont,samwell-tarly,17.0,0
jeor-mormont,samwell-tarly,23.0,2
jeor-mormont,samwell-tarly,3.0,0
jeor-mormont,small-paul,3.0,0
jeor-mormont,thoren-smallwood,11.0,0
jeor-mormont,thoren-smallwood,8.0,0
jeor-mormont,tyrion-lannister,23.0,2
jeor-mormont,tyrion-lannister,4.0,0
jeor-mormont,yoren,3.0,0
jyck,morrec,5.0,0
jyck,tyrion-lannister,6.0,0
munda,tormund,4.0,0
symon-silver-tongue,tyrion-lannister,7.0,0
