Source,Target,weight,prediction
bowen-marsh,cellador,8.0,0
bowen-marsh,cotter-pyke,3.0,0
bowen-marsh,denys-mallister,5.0,0
bowen-marsh,donal-noye,4.0,0
bowen-marsh,eddison-tollett,3.0,0
bowen-marsh,eddison-tollett,9.0,0
bowen-marsh,hobb,3.0,0
bowen-marsh,janos-slynt,10.0,0
bowen-marsh,jeor-mormont,8.0,0
bowen-marsh,jeor-mormont,8.0,0
bowen-marsh,jon-snow,10.0,0
bowen-marsh,jon-snow,5.0,0
bowen-marsh,jon-snow,45.0,2
bowen-marsh,mance-rayder,5.0,0
bowen-marsh,othell-yarwyck,9.0,0
bowen-marsh,othell-yarwyck,19.0,2
bowen-marsh,samwell-tarly,3.0,0
bowen-marsh,samwell-tarly,7.0,0
bowen-marsh,satin,3.0,0
bowen-marsh,stannis-baratheon,3.0,0
bowen-marsh,tormund,5.0,0
bowen-marsh,wick-whittlestick,5.0,0
hizdahr-zo-loraq,irri,3.0,0
hizdahr-zo-loraq,jhiqui,3.0,0
hizdahr-zo-loraq,khrazz,9.0,0
hizdahr-zo-loraq,marghaz-zo-loraq,5.0,0
hizdahr-zo-loraq,missandei,6.0,0
hizdahr-zo-loraq,qezza,3.0,0
hizdahr-zo-loraq,quentyn-martell,15.0,0
hizdahr-zo-loraq,reznak-mo-reznak,13.0,0
hizdahr-zo-loraq,skahaz-mo-kandaq,29.0,2
hizdahr-zo-loraq,spotted-cat,5.0,0
hizdahr-zo-loraq,steelskin,3.0,0
janos-slynt,joffrey-baratheon,4.0,0
janos-slynt,joffrey-baratheon,10.0,0
janos-slynt,jon-snow,10.0,0
janos-slynt,jon-snow,16.0,0
janos-slynt,mance-rayder,6.0,0
janos-slynt,othell-yarwyck,9.0,0
janos-slynt,petyr-baelish,3.0,0
janos-slynt,petyr-baelish,5.0,0
janos-slynt,pycelle,3.0,0
janos-slynt,robert-baratheon,4.0,0
janos-slynt,samwell-tarly,7.0,0
janos-slynt,sansa-stark,3.0,0
janos-slynt,stannis-baratheon,4.0,0
janos-slynt,tyrion-lannister,26.0,2
janos-slynt,tyrion-lannister,5.0,0
janos-slynt,varys,7.0,0
joffrey-baratheon,jon-snow,10.0,0
joffrey-baratheon,jon-snow,4.0,0
joffrey-baratheon,kevan-lannister,11.0,0
joffrey-baratheon,lancel-lannister,4.0,0
joffrey-baratheon,loras-tyrell,3.0,0
joffrey-baratheon,loras-tyrell,3.0,0
joffrey-baratheon,loras-tyrell,12.0,0
joffrey-baratheon,mace-tyrell,4.0,0
joffrey-baratheon,mace-tyrell,10.0,0
joffrey-baratheon,mace-tyrell,3.0,0
joffrey-baratheon,mance-rayder,5.0,0
joffrey-baratheon,mandon-moore,8.0,0
joffrey-baratheon,margaery-tyrell,6.0,0
joffrey-baratheon,margaery-tyrell,44.0,2
joffrey-baratheon,margaery-tyrell,6.0,0
joffrey-baratheon,melisandre,4.0,0
joffrey-baratheon,meryn-trant,3.0,0
joffrey-baratheon,meryn-trant,19.0,2
joffrey-baratheon,meryn-trant,12.0,0
joffrey-baratheon,mordane,9.0,0
joffrey-baratheon,mycah,14.0,0
joffrey-baratheon,mycah,3.0,0
joffrey-baratheon,myrcella-baratheon,5.0,0
joffrey-baratheon,myrcella-baratheon,13.0,0
joffrey-baratheon,myrcella-baratheon,6.0,0
joffrey-baratheon,myrcella-baratheon,6.0,0
joffrey-baratheon,oberyn-martell,8.0,0
joffrey-baratheon,olenna-redwyne,3.0,0
joffrey-baratheon,osmund-kettleblack,9.0,0
joffrey-baratheon,osmund-kettleblack,9.0,0
joffrey-baratheon,paxter-redwyne,5.0,0
joffrey-baratheon,petyr-baelish,11.0,0
joffrey-baratheon,petyr-baelish,20.0,2
joffrey-baratheon,petyr-baelish,8.0,0
joffrey-baratheon,polliver,3.0,0
joffrey-baratheon,polliver,6.0,0
joffrey-baratheon,pycelle,4.0,0
joffrey-baratheon,pycelle,6.0,0
joffrey-baratheon,pycelle,9.0,0
joffrey-baratheon,qyburn,3.0,0
joffrey-baratheon,rafford,3.0,0
joffrey-baratheon,rafford,6.0,0
joffrey-baratheon,renly-baratheon,9.0,0
joffrey-baratheon,renly-baratheon,11.0,0
joffrey-baratheon,renly-baratheon,5.0,0
joffrey-baratheon,robb-stark,19.0,2
joffrey-baratheon,robb-stark,16.0,0
joffrey-baratheon,robb-stark,14.0,0
joffrey-baratheon,robert-baratheon,30.0,2
joffrey-baratheon,robert-baratheon,20.0,2
joffrey-baratheon,robert-baratheon,9.0,0
joffrey-baratheon,robert-baratheon,5.0,0
joffrey-baratheon,rodrik-cassel,9.0,0
joffrey-baratheon,sandor-clegane,24.0,2
joffrey-baratheon,sandor-clegane,27.0,2
joffrey-baratheon,sandor-clegane,16.0,0
joffrey-baratheon,sandor-clegane,4.0,0
joffrey-baratheon,sansa-stark,87.0,1
joffrey-baratheon,sansa-stark,76.0,1
joffrey-baratheon,sansa-stark,53.0,2
joffrey-baratheon,sansa-stark,6.0,0
joffrey-baratheon,selyse-florent,3.0,0
joffrey-baratheon,shae,3.0,0
joffrey-baratheon,shireen-baratheon,3.0,0
joffrey-baratheon,stannis-baratheon,7.0,0
joffrey-baratheon,stannis-baratheon,21.0,2
joffrey-baratheon,stannis-baratheon,17.0,0
joffrey-baratheon,tickler,4.0,0
joffrey-baratheon,tickler,6.0,0
joffrey-baratheon,tommen-baratheon,8.0,0
joffrey-baratheon,tommen-baratheon,23.0,2
joffrey-baratheon,tommen-baratheon,20.0,2
joffrey-baratheon,tommen-baratheon,23.0,2
joffrey-baratheon,tommen-baratheon,3.0,0
joffrey-baratheon,tyrion-lannister,13.0,0
joffrey-baratheon,tyrion-lannister,92.0,1
joffrey-baratheon,tyrion-lannister,95.0,1
joffrey-baratheon,tyrion-lannister,9.0,0
joffrey-baratheon,tyrion-lannister,10.0,0
joffrey-baratheon,tywin-lannister,3.0,0
joffrey-baratheon,tywin-lannister,11.0,0
joffrey-baratheon,tywin-lannister,23.0,2
joffrey-baratheon,varys,7.0,0
joffrey-baratheon,varys,24.0,2
joffrey-baratheon,varys,6.0,0
joffrey-baratheon,yoren,3.0,0
