Source,Target,weight,prediction
black-balaq,franklyn-flowers,3.0,0
jonos-bracken,tytos-blackwood,3.0,0
lothor-brune,mya-stone,6.0,0
lothor-brune,petyr-baelish,5.0,0
lothor-brune,petyr-baelish,3.0,0
lothor-brune,robert-arryn,4.0,0
lothor-brune,sansa-stark,6.0,0
lothor-brune,sansa-stark,3.0,0
renly-baratheon,robb-stark,3.0,0
renly-baratheon,robb-stark,22.0,2
renly-baratheon,robert-baratheon,42.0,2
renly-baratheon,robert-baratheon,29.0,2
renly-baratheon,robert-baratheon,4.0,0
renly-baratheon,robert-baratheon,5.0,0
renly-baratheon,sandor-clegane,7.0,0
renly-baratheon,sansa-stark,5.0,0
renly-baratheon,sansa-stark,4.0,0
renly-baratheon,sansa-stark,4.0,0
renly-baratheon,sansa-stark,3.0,0
renly-baratheon,stannis-baratheon,19.0,2
renly-baratheon,stannis-baratheon,70.0,1
renly-baratheon,stannis-baratheon,17.0,0
renly-baratheon,stannis-baratheon,4.0,0
renly-baratheon,steffon-baratheon,3.0,0
renly-baratheon,tyrion-lannister,4.0,0
renly-baratheon,tyrion-lannister,14.0,0
renly-baratheon,tyrion-lannister,5.0,0
renly-baratheon,tywin-lannister,3.0,0
renly-baratheon,varys,9.0,0
renly-baratheon,varys,5.0,0
renly-baratheon,varys,4.0,0
