Source,Target,weight,prediction
garrett-paege,jaime-lannister,3.0,0
jon-arryn,lysa-arryn,12.0,0
jon-arryn,lysa-arryn,4.0,0
jon-arryn,lysa-arryn,3.0,0
jon-arryn,petyr-baelish,4.0,0
jon-arryn,petyr-baelish,3.0,0
jon-arryn,pycelle,11.0,0
jon-arryn,robert-arryn,3.0,0
jon-arryn,robert-baratheon,32.0,2
jon-arryn,robert-baratheon,4.0,0
jon-arryn,robert-baratheon,3.0,0
jon-arryn,stannis-baratheon,13.0,0
jon-arryn,tyrion-lannister,5.0,0
jon-arryn,tyrion-lannister,3.0,0
jon-arryn,varys,5.0,0
lothar-frey,marq-piper,3.0,0
lothar-frey,merrett-frey,3.0,0
lothar-frey,robb-stark,12.0,0
lothar-frey,roose-bolton,3.0,0
lothar-frey,roslin-frey,4.0,0
lothar-frey,walder-frey,6.0,0
lothar-frey,walder-rivers,3.0,0
squirrel,theon-greyjoy,7.0,0
