Source,Target,weight,prediction
roose-bolton,ryman-frey,3.0,0
roose-bolton,stannis-baratheon,5.0,0
roose-bolton,stannis-baratheon,13.0,0
roose-bolton,theon-greyjoy,14.0,0
roose-bolton,tyrion-lannister,6.0,0
roose-bolton,tywin-lannister,4.0,0
roose-bolton,tywin-lannister,5.0,0
roose-bolton,tywin-lannister,4.0,0
roose-bolton,vargo-hoat,6.0,0
roose-bolton,vargo-hoat,6.0,0
roose-bolton,walda-frey-(daughter-of-merrett),4.0,0
roose-bolton,walder-frey,3.0,0
roose-bolton,walton,6.0,0
roose-bolton,wyman-manderly,5.0,0
symond-templeton,yohn-royce,4.0,0
