Source,Target,weight,prediction
brandon-norrey,jon-snow,3.0,0
brandon-norrey,torghen-flint,3.0,0
cohollo,daenerys-targaryen,7.0,0
cohollo,drogo,9.0,0
cohollo,haggo,7.0,0
cohollo,qotho,6.0,0
colen-of-greenpools,renly-baratheon,3.0,0
garlan-tyrell,joffrey-baratheon,4.0,0
garlan-tyrell,joffrey-baratheon,6.0,0
garlan-tyrell,leonette-fossoway,3.0,0
garlan-tyrell,loras-tyrell,3.0,0
garlan-tyrell,loras-tyrell,6.0,0
garlan-tyrell,sansa-stark,5.0,0
garlan-tyrell,tyrion-lannister,11.0,0
garlan-tyrell,willas-tyrell,3.0,0
kurleket,tyrion-lannister,5.0,0
