Source,Target,weight,prediction
ben-plumm,daario-naharis,4.0,0
ben-plumm,daario-naharis,9.0,0
ben-plumm,daenerys-targaryen,10.0,0
ben-plumm,daenerys-targaryen,14.0,0
ben-plumm,hizdahr-zo-loraq,3.0,0
ben-plumm,kasporio,3.0,0
ben-plumm,penny,3.0,0
ben-plumm,tybero-istarion,5.0,0
ben-plumm,tyrion-lannister,4.0,0
denzo-dhan,meris,3.0,0
jeyne-westerling,lothar-frey,4.0,0
jeyne-westerling,robb-stark,21.0,2
jeyne-westerling,robb-stark,3.0,0
jeyne-westerling,walder-frey,5.0,0
melisandre,rattleshirt,6.0,0
melisandre,renly-baratheon,4.0,0
melisandre,salladhor-saan,6.0,0
melisandre,samwell-tarly,7.0,0
melisandre,selyse-florent,6.0,0
melisandre,selyse-florent,9.0,0
melisandre,selyse-florent,11.0,0
melisandre,sigorn,3.0,0
melisandre,stannis-baratheon,14.0,0
melisandre,stannis-baratheon,38.0,2
melisandre,stannis-baratheon,3.0,0
melisandre,stannis-baratheon,32.0,2
melisandre,ygritte,3.0,0
nute,ralf-stonehouse,3.0,0
nute,rodrik-harlaw,6.0,0
nute,victarion-greyjoy,11.0,0
