Source,Target,weight,prediction
aggo,barristan-selmy,3.0,0
aggo,belwas,3.0,0
aggo,daario-naharis,4.0,0
aggo,daenerys-targaryen,11.0,0
aggo,daenerys-targaryen,10.0,0
aggo,daenerys-targaryen,9.0,0
aggo,drogo,6.0,0
aggo,grey-worm,5.0,0
aggo,jhogo,4.0,0
aggo,jhogo,12.0,0
aggo,jhogo,4.0,0
aggo,jhogo,6.0,0
aggo,jorah-mormont,5.0,0
aggo,jorah-mormont,4.0,0
aggo,quaro,3.0,0
aggo,rakharo,7.0,0
aggo,rakharo,4.0,0
aggo,rakharo,3.0,0
aggo,rakharo,9.0,0
beric-dondarrion,catelyn-stark,3.0,0
beric-dondarrion,eddard-stark,3.0,0
beric-dondarrion,gendry,4.0,0
beric-dondarrion,gregor-clegane,6.0,0
beric-dondarrion,gregor-clegane,3.0,0
beric-dondarrion,harwin,7.0,0
beric-dondarrion,jack-bulwer,4.0,0
beric-dondarrion,jaime-lannister,7.0,0
beric-dondarrion,joffrey-baratheon,3.0,0
beric-dondarrion,lem,14.0,0
beric-dondarrion,loras-tyrell,5.0,0
beric-dondarrion,mariya-darry,5.0,0
beric-dondarrion,robert-baratheon,5.0,0
beric-dondarrion,sandor-clegane,15.0,0
beric-dondarrion,sandor-clegane,3.0,0
beric-dondarrion,sansa-stark,4.0,0
beric-dondarrion,thoros-of-myr,5.0,0
beric-dondarrion,thoros-of-myr,3.0,0
beric-dondarrion,thoros-of-myr,26.0,2
beric-dondarrion,thoros-of-myr,5.0,0
beric-dondarrion,tom-of-sevenstreams,4.0,0
dorcas,jocelyn-swyft,8.0,0
dorcas,margaery-tyrell,3.0,0
dorcas,osney-kettleblack,3.0,0
dorcas,qyburn,3.0,0
dorcas,taena-of-myr,6.0,0
elia-martell,gregor-clegane,7.0,0
elia-martell,jaime-lannister,4.0,0
elia-martell,oberyn-martell,9.0,0
elia-martell,rhaegar-targaryen,7.0,0
elia-martell,rhaegar-targaryen,6.0,0
elia-martell,tyrion-lannister,6.0,0
elia-martell,tywin-lannister,3.0,0
